# Log Gross Income (lower edge), Log Gross Income (upper edge), Log Net Wealth (lower edge), Log Net Wealth (upper edge), Probability
10.8, 11.0, 15.0, 15.5, 0.00015492734420863516
10.8, 11.0, 15.5, 16.0, 8.276936360329594e-05
10.8, 11.0, 16.0, 16.5, 6.850575623245222e-05
10.8, 11.0, 16.5, 17.0, 4.263874449756103e-05
10.8, 11.0, 17.0, 17.5, 0.0
11.0, 11.2, 0.0, 0.5, 0.0
11.0, 11.2, 0.5, 1.0, 0.0
11.0, 11.2, 1.0, 1.5, 0.0
11.0, 11.2, 1.5, 2.0, 0.0
11.0, 11.2, 2.0, 2.5, 0.0
11.0, 11.2, 2.5, 3.0, 0.0
11.0, 11.2, 3.0, 3.5, 0.0
11.0, 11.2, 3.5, 4.0, 0.0009486464285022727
11.0, 11.2, 4.0, 4.5, 0.0
11.0, 11.2, 4.5, 5.0, 0.0
11.0, 11.2, 5.0, 5.5, 0.0
11.0, 11.2, 5.5, 6.0, 0.0021481073163977017
11.0, 11.2, 6.0, 6.5, 0.00258634806497746
11.0, 11.2, 6.5, 7.0, 0.005398894876467139
11.0, 11.2, 7.0, 7.5, 0.01374334607759591
11.0, 11.2, 7.5, 8.0, 0.008547716751325535
11.0, 11.2, 8.0, 8.5, 0.0350164275226446
11.0, 11.2, 8.5, 9.0, 0.03709737898371879
11.0, 11.2, 9.0, 9.5, 0.05783921518441788
11.0, 11.2, 9.5, 10.0, 0.08132515105807975
11.0, 11.2, 10.0, 10.5, 0.14372376046471358
11.0, 11.2, 10.5, 11.0, 0.15678961623315155
11.0, 11.2, 11.0, 11.5, 0.15611288768228512
11.0, 11.2, 11.5, 12.0, 0.10748601726033777
11.0, 11.2, 12.0, 12.5, 0.09237464418417271
11.0, 11.2, 12.5, 13.0, 0.04640142645784611
11.0, 11.2, 13.0, 13.5, 0.030126483007205773
11.0, 11.2, 13.5, 14.0, 0.012156273980747395
11.0, 11.2, 14.0, 14.5, 0.009110603053478793
11.0, 11.2, 14.5, 15.0, 0.0006304867178260497
11.0, 11.2, 15.0, 15.5, 0.00022662571729609044
11.0, 11.2, 15.5, 16.0, 0.0001785534513567874
11.0, 11.2, 16.0, 16.5, 3.138952545525259e-05
11.0, 11.2, 16.5, 17.0, 0.0
11.0, 11.2, 17.0, 17.5, 0.0
11.2, 11.4, 0.0, 0.5, 0.0
11.2, 11.4, 0.5, 1.0, 0.0
11.2, 11.4, 1.0, 1.5, 0.0
11.2, 11.4, 1.5, 2.0, 0.0
11.2, 11.4, 2.0, 2.5, 0.0
11.2, 11.4, 2.5, 3.0, 0.0
11.2, 11.4, 3.0, 3.5, 0.0
11.2, 11.4, 3.5, 4.0, 0.0
11.2, 11.4, 4.0, 4.5, 0.0
11.2, 11.4, 4.5, 5.0, 0.0
11.2, 11.4, 5.0, 5.5, 0.0
11.2, 11.4, 5.5, 6.0, 0.005736391247482878
11.2, 11.4, 6.0, 6.5, 0.000962519107593708
11.2, 11.4, 6.5, 7.0, 0.0032352889812599112
11.2, 11.4, 7.0, 7.5, 0.002028683454306111
11.2, 11.4, 7.5, 8.0, 0.009620284837199795
11.2, 11.4, 8.0, 8.5, 0.01027799528081587
11.2, 11.4, 8.5, 9.0, 0.10896855769939616
11.2, 11.4, 9.0, 9.5, 0.05761964057894439
11.2, 11.4, 9.5, 10.0, 0.04555944064613972
11.2, 11.4, 10.0, 10.5, 0.09951799903101498
11.2, 11.4, 10.5, 11.0, 0.12845019375469624
11.2, 11.4, 11.0, 11.5, 0.17826769829624173
11.2, 11.4, 11.5, 12.0, 0.11329404532401982
11.2, 11.4, 12.0, 12.5, 0.08883521673203904
11.2, 11.4, 12.5, 13.0, 0.06795490460572588
11.2, 11.4, 13.0, 13.5, 0.0609520196452489
11.2, 11.4, 13.5, 14.0, 0.012823880778881335
11.2, 11.4, 14.0, 14.5, 0.002632852360448355
11.2, 11.4, 14.5, 15.0, 0.0009468678654557704
11.2, 11.4, 15.0, 15.5, 0.0012702958805437265
11.2, 11.4, 15.5, 16.0, 9.253181680376681e-05
11.2, 11.4, 16.0, 16.5, 8.806259974383563e-05
11.2, 11.4, 16.5, 17.0, 0.00010073436169989458
11.2, 11.4, 17.0, 17.5, 0.0007638951142983533
11.4, 11.6, 0.0, 0.5, 0.0
11.4, 11.6, 0.5, 1.0, 0.0
11.4, 11.6, 1.0, 1.5, 0.0
11.4, 11.6, 1.5, 2.0, 0.0
11.4, 11.6, 2.0, 2.5, 0.0
11.4, 11.6, 2.5, 3.0, 0.0
11.4, 11.6, 3.0, 3.5, 0.0
11.4, 11.6, 3.5, 4.0, 0.0
11.4, 11.6, 4.0, 4.5, 0.0
11.4, 11.6, 4.5, 5.0, 0.0
11.4, 11.6, 5.0, 5.5, 0.00790096042534567
11.4, 11.6, 5.5, 6.0, 0.0
11.4, 11.6, 6.0, 6.5, 0.0
11.4, 11.6, 6.5, 7.0, 0.012703394484762893
11.4, 11.6, 7.0, 7.5, 0.002028493861808935
11.4, 11.6, 7.5, 8.0, 1.995803606479223e-05
11.4, 11.6, 8.0, 8.5, 0.028975835214673253
11.4, 11.6, 8.5, 9.0, 0.02923980164644021
11.4, 11.6, 9.0, 9.5, 0.03298710651692768
11.4, 11.6, 9.5, 10.0, 0.031623534986500154
11.4, 11.6, 10.0, 10.5, 0.14271196735934066
11.4, 11.6, 10.5, 11.0, 0.1785112445400057
11.4, 11.6, 11.0, 11.5, 0.15504519373139242
11.4, 11.6, 11.5, 12.0, 0.09284505335911944
11.4, 11.6, 12.0, 12.5, 0.1536381843397874
11.4, 11.6, 12.5, 13.0, 0.05708991779905343
11.4, 11.6, 13.0, 13.5, 0.047291865943562404
11.4, 11.6, 13.5, 14.0, 0.007663468711586211
11.4, 11.6, 14.0, 14.5, 0.01406195863851658
11.4, 11.6, 14.5, 15.0, 0.0028504070306765283
11.4, 11.6, 15.0, 15.5, 0.00141929009031697
11.4, 11.6, 15.5, 16.0, 0.0005219864222481095
11.4, 11.6, 16.0, 16.5, 0.0001150806747922047
11.4, 11.6, 16.5, 17.0, 0.0007552961870784768
11.4, 11.6, 17.0, 17.5, 0.0
11.6, 11.8, 0.0, 0.5, 0.0
11.6, 11.8, 0.5, 1.0, 0.0
11.6, 11.8, 1.0, 1.5, 0.0
11.6, 11.8, 1.5, 2.0, 0.0
11.6, 11.8, 2.0, 2.5, 0.0
11.6, 11.8, 2.5, 3.0, 0.0
11.6, 11.8, 3.0, 3.5, 0.0
11.6, 11.8, 3.5, 4.0, 0.0
11.6, 11.8, 4.0, 4.5, 0.0
11.6, 11.8, 4.5, 5.0, 0.0
11.6, 11.8, 5.0, 5.5, 0.0
11.6, 11.8, 5.5, 6.0, 0.0
11.6, 11.8, 6.0, 6.5, 0.0
11.6, 11.8, 6.5, 7.0, 0.0
11.6, 11.8, 7.0, 7.5, 0.0
11.6, 11.8, 7.5, 8.0, 3.020095578219733e-05
11.6, 11.8, 8.0, 8.5, 0.023811940276270094
11.6, 11.8, 8.5, 9.0, 0.007812401008127072
11.6, 11.8, 9.0, 9.5, 0.025133084398979565
11.6, 11.8, 9.5, 10.0, 0.05087627322752732
11.6, 11.8, 10.0, 10.5, 0.18418745377318568
11.6, 11.8, 10.5, 11.0, 0.05813351817782868
11.6, 11.8, 11.0, 11.5, 0.16155627254832658
11.6, 11.8, 11.5, 12.0, 0.11035318644719151
11.6, 11.8, 12.0, 12.5, 0.14272940232771625
11.6, 11.8, 12.5, 13.0, 0.0895790854691781
11.6, 11.8, 13.0, 13.5, 0.06918961681047565
11.6, 11.8, 13.5, 14.0, 0.023611901129996133
11.6, 11.8, 14.0, 14.5, 0.014173413676445958
11.6, 11.8, 14.5, 15.0, 0.012074905667075413
11.6, 11.8, 15.0, 15.5, 0.026086600124127505
11.6, 11.8, 15.5, 16.0, 0.0002001210299913791
11.6, 11.8, 16.0, 16.5, 0.00022870125911976904
11.6, 11.8, 16.5, 17.0, 0.00023192169265516107
11.6, 11.8, 17.0, 17.5, 0.0
11.8, 12.0, 0.0, 0.5, 0.0
11.8, 12.0, 0.5, 1.0, 0.0
11.8, 12.0, 1.0, 1.5, 0.0
11.8, 12.0, 1.5, 2.0, 0.0
11.8, 12.0, 2.0, 2.5, 0.0
11.8, 12.0, 2.5, 3.0, 0.0
11.8, 12.0, 3.0, 3.5, 0.0
11.8, 12.0, 3.5, 4.0, 0.0
11.8, 12.0, 4.0, 4.5, 0.0
11.8, 12.0, 4.5, 5.0, 0.0
11.8, 12.0, 5.0, 5.5, 0.0
11.8, 12.0, 5.5, 6.0, 0.0
11.8, 12.0, 6.0, 6.5, 0.0
11.8, 12.0, 6.5, 7.0, 0.025094295540768263
11.8, 12.0, 7.0, 7.5, 0.0
11.8, 12.0, 7.5, 8.0, 0.06022468126731356
11.8, 12.0, 8.0, 8.5, 0.0
11.8, 12.0, 8.5, 9.0, 0.0
11.8, 12.0, 9.0, 9.5, 0.12270288421655944
11.8, 12.0, 9.5, 10.0, 0.00022666897135572648
11.8, 12.0, 10.0, 10.5, 0.04468592375167521
11.8, 12.0, 10.5, 11.0, 0.0015267971691354076
11.8, 12.0, 11.0, 11.5, 0.15066425850680523
11.8, 12.0, 11.5, 12.0, 0.05490389047449749
11.8, 12.0, 12.0, 12.5, 0.1275492438625249
11.8, 12.0, 12.5, 13.0, 0.049817290266432265
11.8, 12.0, 13.0, 13.5, 0.32072538757607927
11.8, 12.0, 13.5, 14.0, 0.01715369087487474
11.8, 12.0, 14.0, 14.5, 0.00326320716693649
11.8, 12.0, 14.5, 15.0, 0.013434732176994774
11.8, 12.0, 15.0, 15.5, 0.004850716100334804
11.8, 12.0, 15.5, 16.0, 0.0017873929144055696
11.8, 12.0, 16.0, 16.5, 0.0004634267888040469
11.8, 12.0, 16.5, 17.0, 0.0009255123745028797
11.8, 12.0, 17.0, 17.5, 0.0
